,product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
178,B0B3MQXNFB,"FLiX (Beetel Flow USB to Micro USB PVC Data Sync & 12W(2.4A) Fast Charging Cable,Made in India,480Mbps Data Sync,Solid Cable,1 Meter Long cable for all Andriod & Micro USB Devices (Black)(XCD-FPM01)",Computers&accessories,57.89,199.0,71.0,4.0,9378
179,B08XMSKKMM,7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,Electronics,799.0,1999.0,60.0,3.3,576
180,B09L8DT7D6,Sony TV - Remote Compatible for Sony LED Remote Control Works with Sony LED TV by Trend Trail Speed tech & Remote hi Remote & REO India only,Electronics,205.0,499.0,59.0,3.8,313
181,B00GE55L22,"Storite USB 3.0 Cable A to Micro B high Speed Upto 5 Gbps Data Transfer Cable for Portable External Hard Drive - (20cm), Black",Computers&accessories,299.0,699.0,57.0,4.1,2957
182,B0162K34H2,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",Computers&accessories,849.0,999.0,15.0,4.1,6736
183,B0B8SRZ5SV,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",Computers&accessories,949.0,1999.0,53.0,4.4,13552
184,B07CWNJLPC,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable Smartphone (Dark Grey, 3 feet)",Computers&accessories,499.0,1200.0,58.0,4.3,5451
185,B00NH12R1O,"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",Computers&accessories,299.0,485.0,38.0,4.3,10911
186,B0B8SSC5D9,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",Computers&accessories,949.0,1999.0,53.0,4.4,13552
187,B08WKG2MWT,"Wayona Usb C 65W Fast Charging Cable Compatible For Tablets Samsung S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G (1M, Black)",Computers&accessories,379.0,1099.0,66.0,4.3,2806
189,B005LJQMZC,"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",Electronics,486.0,1999.0,76.0,4.2,30023
193,B08GJNM9N7,LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,Electronics,299.0,1199.0,75.0,3.7,490
194,B09C6FML9B,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",Computers&accessories,320.0,599.0,47.0,4.1,491
195,B0B65MJ45G,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black + White)",Computers&accessories,139.0,549.0,75.0,3.9,61
196,B08P9RYPLR,"FLiX (Beetel) USB to iPhone Lightning Textured Pattern Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for Apple Devices (Black)(XCD-L102)",Computers&accessories,129.0,249.0,48.0,4.0,9378
198,B084MZXJN6,"Belkin Apple Certified Lightning to USB Charge and Sync Cable for iPhone, iPad, Air Pods, 39.6 inch (100cm) – Black",Computers&accessories,999.0,1699.0,41.0,4.4,7318
199,B08XMG618K,Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&accessories,225.0,499.0,55.0,4.1,789
200,B0BCKWZ884,Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),Electronics,547.0,2999.0,82.0,4.3,407
201,B00GGGOYEK,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&accessories,259.0,699.0,63.0,3.8,2399
202,B07ZR4S1G4,Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,Electronics,239.0,699.0,66.0,4.4,2640
203,B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),Electronics,349.0,999.0,65.0,4.0,839
205,B00RGLI0ZS,"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&accessories,449.0,599.0,25.0,4.0,3231
207,B07HZ2QCGR,POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&accessories,350.0,599.0,42.0,3.9,8314
208,B095244Q22,"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",Computers&accessories,252.0,999.0,75.0,3.7,2249
209,B08CKW1KH9,Tata Sky Universal Remote Compatible for SD/HD,Electronics,204.0,599.0,66.0,3.6,339
211,B08RHPDNVV,7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,Electronics,235.0,599.0,61.0,3.5,197
213,B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&accessories,799.0,1999.0,60.0,4.2,8583
214,B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),Electronics,299.0,999.0,70.0,3.8,928
217,B08PPHFXG3,Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),Electronics,173.0,999.0,83.0,4.3,1237
218,B06XR9PR5X,"Amazon Basics HDMI Coupler,Black",Electronics,209.0,600.0,65.0,4.4,18872
219,B09JSW16QD,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&accessories,848.99,1490.0,43.0,3.9,356
220,B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",Computers&accessories,649.0,1999.0,68.0,4.2,24269
221,B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,299.0,899.0,67.0,3.8,425
222,B083GQGT3Z,"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)",Electronics,399.0,799.0,50.0,4.1,1161
223,B09Q8WQ5QJ,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&accessories,249.0,499.0,50.0,4.1,1508
224,B07YZG8PPY,TATA SKY HD Connection with 1 month basic package and free installation,Electronics,1249.0,2299.0,46.0,4.3,7636
225,B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,Electronics,213.0,499.0,57.0,3.7,246
226,B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,Electronics,209.0,499.0,58.0,4.0,479
227,B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),Electronics,598.0,4999.0,88.0,4.2,910
228,B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&accessories,799.0,1749.0,54.0,4.1,5626
229,B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&accessories,159.0,595.0,73.0,4.3,14184
230,B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&accessories,499.0,1100.0,55.0,4.4,25177
233,B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],Electronics,299.0,1199.0,75.0,3.5,466
234,B0B65P827P,"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&accessories,128.31,549.0,77.0,3.9,61
235,B084MZYBTV,"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",Computers&accessories,599.0,849.0,29.0,4.5,474
236,B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),Electronics,399.0,899.0,56.0,3.4,431
237,B0B5F3YZY4,"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&accessories,449.0,1099.0,59.0,4.0,242
238,B09G5TSGXV,"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",Computers&accessories,254.0,799.0,68.0,4.0,2905
239,B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,Electronics,399.0,795.0,50.0,4.4,12091
240,B09YLX91QR,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",Computers&accessories,179.0,399.0,55.0,4.0,1423
241,B081FJWN52,"Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)",Computers&accessories,339.0,999.0,66.0,4.3,6255
242,B0758F7KK7,"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s, Universal Fixed TV Wall Mount Stand (M452)",Electronics,399.0,999.0,60.0,4.0,1236
243,B09L835C3V,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,199.0,399.0,50.0,4.2,1335
244,B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),Electronics,349.0,1999.0,83.0,3.8,197
245,B08NCKT9FG,Boat A 350 Type C Cable 1.5m(Jet Black),Computers&accessories,299.0,798.0,63.0,4.4,28791
246,B0B4T6MR8N,"pTron Solero M241 2.4A Micro USB Data & Charging Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Micro USB Devices (White)",Computers&accessories,89.0,800.0,89.0,3.9,1075
247,B01GGKZ4NU,"AmazonBasics USB Type-C to USB Type-C 2.0 Cable for Charging Adapter, Smartphone - 9 Feet (2.7 Meters) - White",Computers&accessories,549.0,995.0,45.0,4.2,29746
248,B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",Computers&accessories,129.0,1000.0,87.0,3.9,295
250,B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,Electronics,349.0,799.0,56.0,3.6,323
251,B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,Electronics,499.0,899.0,44.0,3.7,185
252,B07924P3C5,Storite High Speed Micro USB 3.0 Cable A to Micro B for External & Desktop Hard Drives 45cm,Computers&accessories,299.0,799.0,63.0,4.2,2117
253,B08N1WL9XW,"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",Computers&accessories,182.0,599.0,70.0,4.0,9378
254,B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder (Black),Electronics,96.0,399.0,76.0,3.6,1796
256,B06XFTHCNY,"CableCreation RCA to 3.5mm Male Audio Cable, 3.5mm to 2RCA Cable Male RCA Cable,Y Splitter Stereo Jack Cable for Home Theater,Subwoofer, Receiver, Speakers and More (3Feet/0.9Meter,Black)",Electronics,439.0,758.0,42.0,4.2,4296
257,B08CT62BM1,"Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)",Computers&accessories,299.0,999.0,70.0,4.3,2651
259,B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&accessories,789.0,1999.0,61.0,4.2,34540
260,B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,299.0,700.0,57.0,4.4,8714
261,B07F1P8KNV,"Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)",Computers&accessories,325.0,1099.0,70.0,4.2,10576
262,B084N1BM9L,"Belkin Apple Certified Lightning to USB Charge and Sync Tough Braided Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – Black",Computers&accessories,1299.0,1999.0,35.0,4.4,7318
266,B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Computers&accessories,199.0,999.0,80.0,4.2,85
267,B075ZTJ9XR,"AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet, 3D, 4K and Audio Return (Black)",Electronics,269.0,650.0,59.0,4.4,35877
268,B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",Electronics,1990.0,3100.0,36.0,4.0,897
269,B09LRZYBH1,"KRISONS Thunder Speaker, Multimedia Home Theatre, Floor Standing Speaker, LED Display with Bluetooth, FM, USB, Micro SD Card, AUX Connectivity",Electronics,2299.0,3999.0,43.0,3.8,282
271,B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),Electronics,349.0,999.0,65.0,4.2,513
272,B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&accessories,719.0,1499.0,52.0,4.1,1045
274,B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,917.0,2299.0,60.0,4.2,3300
275,B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),Electronics,399.0,999.0,60.0,3.3,23
277,B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&accessories,119.0,299.0,60.0,3.8,51
279,B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Electronics,299.0,599.0,50.0,3.7,708
281,B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&accessories,417.44,670.0,38.0,3.9,523
284,B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,215.0,499.0,57.0,3.5,121
285,B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&accessories,99.0,800.0,88.0,3.9,1075
287,B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers&accessories,249.0,999.0,75.0,4.3,112
289,B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",Computers&accessories,649.0,1600.0,59.0,4.3,5451
290,B09TY4MSH3,Firestick Remote,Electronics,1289.0,2499.0,48.0,3.3,73
291,B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,609.0,1500.0,59.0,4.5,1029
293,B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,599.0,1999.0,70.0,4.2,47
294,B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&accessories,349.0,899.0,61.0,4.1,14896
296,B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,199.0,399.0,50.0,4.2,1335
297,B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,349.0,699.0,50.0,3.9,214
298,B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,1850.0,4500.0,59.0,4.0,184
300,B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&accessories,129.0,449.0,71.0,3.7,41
301,B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,379.0,999.0,62.0,4.2,12153
302,B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,185.0,499.0,63.0,4.2,25
303,B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&accessories,218.0,999.0,78.0,4.2,163
304,B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&accessories,199.0,999.0,80.0,4.3,87
305,B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,499.0,900.0,45.0,4.4,2165
307,B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,893.0,1052.0,15.0,4.3,106
309,B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&accessories,379.0,1099.0,66.0,4.3,3049
311,B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,699.0,1899.0,63.0,4.4,390
312,B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,2699.0,3500.0,23.0,3.5,621
313,B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&accessories,129.0,599.0,78.0,4.1,265
314,B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&accessories,389.0,999.0,61.0,4.3,838
315,B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,246.0,600.0,59.0,4.2,143
316,B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&accessories,299.0,799.0,63.0,4.0,151
317,B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,247.0,399.0,38.0,3.9,200
318,B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,1369.0,2999.0,54.0,3.3,227
319,B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,199.0,499.0,60.0,3.8,538
320,B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,299.0,599.0,50.0,4.0,171
322,B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&accessories,299.0,699.0,57.0,3.9,1454
